generation,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv
16357,0,0,0.000307343,3.74E-05,0.000240163,4.25E-05,0.845291,0.149101,0,0,0,1.64E-06,2.05E-07,8.22E-07,0.00132614,0.00365175
16358,0,0,0.000309322,3.86E-05,0.000240766,4.11E-05,0.845234,0.149132,0,0,0,1.64E-06,2.05E-07,8.21E-07,0.00132637,0.00367471
16359,0,0,0.000304929,3.97E-05,0.000238765,3.99E-05,0.845139,0.149217,0,0,0,1.64E-06,2.05E-07,8.22E-07,0.00133026,0.0036873
16360,0,0,0.000304887,3.94E-05,0.000236724,4.13E-05,0.845108,0.149247,0,0,0,1.85E-06,2.05E-07,8.21E-07,0.00132939,0.00369005
16361,0,0,0.000302343,3.86E-05,0.000237027,4.09E-05,0.845132,0.149243,0,0,0,1.85E-06,2.05E-07,8.22E-07,0.00132686,0.00367658
16362,0,0,0.000302472,3.98E-05,0.000236351,3.98E-05,0.845158,0.149215,0,0,0,2.05E-06,2.05E-07,8.21E-07,0.00132796,0.00367751
16363,0,0,0.000303083,3.76E-05,0.000233883,4.00E-05,0.845108,0.149281,0,0,0,2.05E-06,2.05E-07,8.21E-07,0.00132773,0.00366574
16364,0,0,0.000301888,3.82E-05,0.000234117,3.96E-05,0.845006,0.149386,0,0,0,2.05E-06,2.05E-07,1.03E-06,0.00132441,0.00366599
16365,0,0,0.000301627,3.70E-05,0.000232842,3.96E-05,0.845006,0.149396,0,0,0,1.85E-06,2.05E-07,1.03E-06,0.00132498,0.00365977
16366,0,0,0.000302339,3.74E-05,0.000234148,3.98E-05,0.844853,0.149545,0,0,0,2.05E-06,2.05E-07,1.03E-06,0.00133485,0.00364963
16367,0,0,0.000302783,3.86E-05,0.000236228,3.99E-05,0.844788,0.149606,0,0,0,2.46E-06,2.05E-07,1.03E-06,0.00133335,0.00365147
16368,0,0,0.000300392,3.82E-05,0.000237973,4.00E-05,0.844703,0.149701,0,0,0,2.46E-06,2.05E-07,1.03E-06,0.0013299,0.00364515
16369,0,0,0.000306671,4.03E-05,0.000237244,3.90E-05,0.844586,0.149806,0,0,0,2.46E-06,2.05E-07,1.03E-06,0.00132158,0.00366013
16370,0,0,0.000310602,3.90E-05,0.000239161,3.78E-05,0.844603,0.149783,0,0,0,2.46E-06,2.05E-07,1.03E-06,0.00132144,0.00366235
16371,0,0,0.000313465,3.94E-05,0.000238283,3.92E-05,0.844577,0.149819,0,0,0,2.26E-06,2.05E-07,1.03E-06,0.00131939,0.00365107
16372,0,0,0.000316193,4.00E-05,0.000238992,3.92E-05,0.844582,0.149801,0,0,2.05E-07,2.26E-06,2.05E-07,1.03E-06,0.00131651,0.00366209
16373,0,0,0.000318062,3.99E-05,0.00023567,4.03E-05,0.844484,0.149903,0,0,2.05E-07,2.26E-06,2.05E-07,1.03E-06,0.00131683,0.00365874
16374,0,0,0.000319331,3.86E-05,0.000238062,3.90E-05,0.84442,0.149959,0,0,0,2.05E-06,2.05E-07,1.03E-06,0.00132186,0.00366143
16375,0,0,0.000321764,3.82E-05,0.000234235,3.80E-05,0.84442,0.149938,0,0,0,2.05E-06,2.05E-07,1.03E-06,0.0013337,0.00367296
16376,0,0,0.000318782,3.86E-05,0.000237085,3.92E-05,0.844402,0.149961,0,0,0,2.05E-06,2.05E-07,1.03E-06,0.00133116,0.00366896
16377,0,0,0.000318891,3.92E-05,0.000235881,4.03E-05,0.844347,0.150016,0,0,0,1.64E-06,2.05E-07,1.03E-06,0.00132899,0.00367053
16378,0,0,0.000317641,3.88E-05,0.000238795,4.07E-05,0.844409,0.149938,0,0,0,1.64E-06,2.05E-07,1.03E-06,0.00133134,0.00368356
16379,0,0,0.000317659,4.11E-05,0.000237525,4.21E-05,0.844376,0.149979,0,0,0,1.85E-06,2.05E-07,8.22E-07,0.00132262,0.00368185
16380,0,0,0.000313877,4.23E-05,0.00023628,4.33E-05,0.844301,0.150044,0,0,0,2.26E-06,2.05E-07,8.21E-07,0.00133167,0.003684
16381,0,0,0.000313901,4.17E-05,0.00023255,4.25E-05,0.84423,0.150137,0,0,2.05E-07,2.47E-06,2.05E-07,8.22E-07,0.00132422,0.00367376
16382,0,0,0.000316123,4.27E-05,0.000233808,4.17E-05,0.844115,0.150238,0,0,2.05E-07,2.46E-06,2.05E-07,8.21E-07,0.00133285,0.00367585
16383,0,0,0.000311661,4.33E-05,0.000234413,4.11E-05,0.844034,0.150329,0,0,2.05E-07,2.47E-06,2.05E-07,1.03E-06,0.00134115,0.00366124
16384,0,0,0.000312387,4.41E-05,0.000232751,4.25E-05,0.84403,0.150336,0,0,2.05E-07,2.46E-06,2.05E-07,8.21E-07,0.0013374,0.00366204
16385,0,0,0.000313463,4.27E-05,0.000234378,4.15E-05,0.844011,0.150365,0,0,2.05E-07,2.67E-06,2.05E-07,6.16E-07,0.00133499,0.00365289
16386,0,0,0.000318904,4.25E-05,0.000235943,4.23E-05,0.843995,0.150391,0,0,4.11E-07,2.46E-06,2.05E-07,4.11E-07,0.0013288,0.00364203
16387,0,0,0.000319352,4.11E-05,0.000235561,4.27E-05,0.84396,0.150425,0,0,4.11E-07,2.26E-06,4.11E-07,2.05E-07,0.00133697,0.00363527
16388,0,0,0.000319541,4.17E-05,0.00023637,4.31E-05,0.843879,0.150484,0,0,4.11E-07,2.26E-06,4.11E-07,4.11E-07,0.001341,0.00365131
16389,0,0,0.000318156,4.01E-05,0.000236409,4.35E-05,0.843854,0.150505,0,0,2.05E-07,2.26E-06,4.11E-07,6.16E-07,0.00134554,0.00365397
16390,0,0,0.000321945,3.92E-05,0.000237763,4.37E-05,0.843797,0.150554,0,0,2.05E-07,2.46E-06,6.16E-07,6.16E-07,0.00134507,0.00365781
16391,0,0,0.000322349,3.88E-05,0.000238526,4.50E-05,0.84376,0.150587,0,0,2.05E-07,2.47E-06,6.16E-07,4.11E-07,0.00135494,0.00364939
16392,0,0,0.000321909,3.88E-05,0.000241021,4.60E-05,0.843676,0.15069,0,0,4.11E-07,2.67E-06,6.16E-07,4.11E-07,0.00135107,0.0036303
16393,0,0,0.0003218,3.80E-05,0.000244379,4.56E-05,0.843635,0.150717,0,0,4.11E-07,2.46E-06,4.11E-07,6.16E-07,0.00134634,0.00364823
16394,0,0,0.000322413,3.88E-05,0.000241707,4.64E-05,0.843579,0.150752,0,0,4.11E-07,2.67E-06,4.11E-07,8.21E-07,0.00134962,0.00366524
16395,0,0,0.000321659,3.86E-05,0.000240731,4.72E-05,0.843584,0.150745,0,0,4.11E-07,2.46E-06,4.11E-07,1.03E-06,0.00135421,0.00366416
16396,0,0,0.000322198,3.82E-05,0.000241289,4.70E-05,0.843533,0.150786,0,0,4.11E-07,2.87E-06,6.16E-07,8.21E-07,0.00135779,0.00366986
16397,0,0,0.000316037,3.88E-05,0.000241494,4.70E-05,0.843544,0.150792,0,0,4.11E-07,2.87E-06,6.16E-07,8.21E-07,0.00134875,0.00366677
16398,0,0,0.000314837,3.90E-05,0.000243573,4.62E-05,0.843529,0.150806,0,0,4.11E-07,2.88E-06,6.16E-07,8.21E-07,0.00135608,0.00366016
16399,0,0,0.00031303,3.94E-05,0.000243194,4.66E-05,0.843561,0.150777,0,0,4.11E-07,2.88E-06,6.16E-07,8.22E-07,0.00135256,0.00366167
16400,0,0,0.00031075,4.07E-05,0.000243794,4.66E-05,0.843528,0.150819,0,0,4.11E-07,2.88E-06,6.16E-07,8.22E-07,0.00134508,0.00366225
16401,0,0,0.000310877,4.23E-05,0.000240653,4.68E-05,0.843454,0.150894,0,0,4.11E-07,2.67E-06,6.16E-07,8.21E-07,0.00134679,0.00365927
16402,0,0,0.000312083,4.25E-05,0.000242435,4.64E-05,0.843485,0.15087,0,0,4.11E-07,2.67E-06,6.16E-07,8.22E-07,0.00134818,0.00364864
16403,0,0,0.00031189,4.15E-05,0.00024557,4.83E-05,0.843354,0.151009,0,0,4.11E-07,3.08E-06,6.16E-07,6.16E-07,0.00134242,0.00364248
16404,0,0,0.000309328,4.09E-05,0.000245655,4.95E-05,0.843327,0.151039,0,0,4.11E-07,3.08E-06,6.16E-07,6.16E-07,0.0013472,0.00363676
16405,0,0,0.00030842,4.15E-05,0.000244148,4.91E-05,0.843265,0.151108,0,0,4.11E-07,3.29E-06,6.16E-07,6.16E-07,0.00134764,0.00363163
16406,0,0,0.000309822,4.13E-05,0.000249254,4.82E-05,0.843207,0.151173,0,0,4.11E-07,3.08E-06,6.16E-07,6.16E-07,0.00135201,0.00361377
16407,0,0,0.000307048,4.13E-05,0.000248308,4.97E-05,0.843139,0.151224,0,0,4.11E-07,3.08E-06,6.16E-07,4.11E-07,0.00136272,0.00362296
16408,0,0,0.000309791,4.13E-05,0.000242454,4.87E-05,0.843097,0.15129,0,0,4.11E-07,3.90E-06,4.11E-07,6.16E-07,0.00135947,0.0036056
16409,0,0,0.000314948,4.11E-05,0.000242015,4.81E-05,0.843015,0.151356,0,0,4.11E-07,3.90E-06,4.11E-07,6.16E-07,0.00136334,0.0036142
16410,0,0,0.000314925,4.33E-05,0.000242866,4.74E-05,0.84297,0.151413,0,0,4.11E-07,3.90E-06,4.11E-07,1.03E-06,0.00135413,0.00360849
16411,0,0,0.000314865,4.33E-05,0.00024154,4.74E-05,0.842915,0.151471,0,0,4.11E-07,3.90E-06,4.11E-07,1.03E-06,0.00135538,0.00360564
16412,0,0,0.000316467,4.48E-05,0.000238839,4.64E-05,0.842871,0.151511,0,0,4.11E-07,4.31E-06,6.16E-07,8.21E-07,0.00134678,0.00361852
16413,0,0,0.000314799,4.39E-05,0.000235329,4.66E-05,0.842885,0.151495,0,0,4.11E-07,4.31E-06,6.16E-07,8.21E-07,0.00135817,0.00361434
16414,0,0,0.000310751,4.33E-05,0.000233936,4.66E-05,0.843035,0.151368,0,0,6.16E-07,4.31E-06,6.16E-07,1.03E-06,0.00135905,0.00359613
16415,0,0,0.000307021,4.19E-05,0.000231241,4.79E-05,0.843009,0.151415,0,0,8.21E-07,4.52E-06,6.16E-07,1.03E-06,0.00135767,0.003583
16416,0,0,0.000308687,4.23E-05,0.000231669,4.76E-05,0.842945,0.151481,0,0,8.22E-07,4.72E-06,6.16E-07,1.23E-06,0.00135305,0.00358368
16417,0,0,0.000310343,4.25E-05,0.000230242,4.79E-05,0.842867,0.15156,0,0,8.22E-07,4.93E-06,6.16E-07,1.64E-06,0.00135578,0.0035783
16418,0,0,0.00031028,4.27E-05,0.000235328,4.91E-05,0.842799,0.15161,0,0,8.21E-07,5.34E-06,6.16E-07,1.85E-06,0.00135632,0.00358845
16419,0,0,0.000308684,4.21E-05,0.000239882,4.76E-05,0.842806,0.151615,0,0,1.03E-06,4.93E-06,4.11E-07,2.05E-06,0.00135796,0.00357502
16420,0,0,0.000308457,4.15E-05,0.000240892,4.76E-05,0.842647,0.151766,0,0,1.03E-06,5.13E-06,2.05E-07,2.05E-06,0.00135951,0.00358012
16421,0,0,0.000306994,4.09E-05,0.000241899,4.72E-05,0.842576,0.151821,0,0,1.03E-06,4.93E-06,2.05E-07,2.05E-06,0.00136186,0.00359624
16422,0,0,0.000307567,4.07E-05,0.000242891,4.72E-05,0.842578,0.151829,0,0,1.03E-06,4.72E-06,2.05E-07,1.85E-06,0.00136126,0.00358629
16423,0,0,0.000310791,4.01E-05,0.000240745,4.79E-05,0.842571,0.15183,0,0,6.16E-07,4.72E-06,0,1.44E-06,0.00135676,0.00359556
16424,0,0,0.000308805,4.00E-05,0.000239201,4.76E-05,0.842606,0.151815,0,0,6.16E-07,4.52E-06,0,1.03E-06,0.00135143,0.00358575
16425,0,0,0.000308669,3.96E-05,0.000240487,4.72E-05,0.842579,0.151854,0,0,6.16E-07,4.31E-06,0,1.03E-06,0.00134599,0.00357855
16426,0,0,0.000314628,3.92E-05,0.000244802,4.58E-05,0.842554,0.151861,0,0,6.16E-07,4.93E-06,0,1.23E-06,0.0013462,0.00358803
16427,0,0,0.000312632,3.86E-05,0.000246079,4.56E-05,0.842408,0.151989,0,0,6.16E-07,4.93E-06,0,1.23E-06,0.00135364,0.00359958
16428,0,0,0.000315552,3.96E-05,0.00024657,4.72E-05,0.842387,0.152007,0,0,6.16E-07,5.34E-06,0,1.03E-06,0.00134987,0.00360021
16429,0,0,0.000314359,3.92E-05,0.000247789,4.79E-05,0.842248,0.152159,0,0,8.22E-07,5.14E-06,0,1.44E-06,0.00134085,0.0035954
16430,0,0,0.000315125,3.82E-05,0.000249842,4.80E-05,0.842145,0.152257,0,0,8.21E-07,5.13E-06,0,1.03E-06,0.00134057,0.0035992
16431,0,0,0.000314157,3.80E-05,0.000249846,4.91E-05,0.84212,0.152273,0,0,8.22E-07,5.34E-06,0,8.22E-07,0.00134272,0.00360633
16432,0,0,0.000311513,3.96E-05,0.000250319,5.09E-05,0.842122,0.152259,0,0,1.03E-06,5.13E-06,2.05E-07,8.21E-07,0.00135201,0.00360776
16433,0,0,0.000311989,3.86E-05,0.000248318,5.05E-05,0.842032,0.152347,0,0,1.03E-06,5.13E-06,2.05E-07,8.22E-07,0.00135805,0.00360646
16434,0,0,0.00030857,3.67E-05,0.000246158,5.15E-05,0.842007,0.152379,0,0,1.03E-06,5.13E-06,2.05E-07,8.21E-07,0.00136013,0.00360368
16435,0,0,0.000307044,3.55E-05,0.0002481,4.97E-05,0.842039,0.152369,0,0,1.23E-06,4.72E-06,2.05E-07,8.22E-07,0.00134976,0.00359518
16436,0,0,0.000308003,3.57E-05,0.000249277,4.83E-05,0.841886,0.152519,0,0,1.23E-06,4.72E-06,2.05E-07,8.21E-07,0.00134433,0.0036022
16437,0,0,0.00030684,3.55E-05,0.000250154,4.83E-05,0.841841,0.152563,0,0,1.23E-06,4.11E-06,2.05E-07,8.22E-07,0.00135285,0.00359623
16438,0,0,0.000305111,3.59E-05,0.000250906,4.85E-05,0.841815,0.152584,0,0,1.03E-06,4.11E-06,2.05E-07,8.21E-07,0.00135637,0.00359748
16439,0,0,0.000307317,3.43E-05,0.00025062,4.85E-05,0.84183,0.15258,0,0,1.03E-06,4.31E-06,2.05E-07,6.16E-07,0.00134842,0.00359475
16440,0,0,0.000308771,3.61E-05,0.000248619,4.82E-05,0.841732,0.152673,0,0,8.21E-07,4.31E-06,2.05E-07,6.16E-07,0.00134595,0.00360179
16441,0,0,0.000307055,3.33E-05,0.000244207,4.64E-05,0.841722,0.15269,0,0,6.16E-07,4.11E-06,2.05E-07,4.11E-07,0.0013494,0.00360251
16442,0,0,0.000306953,3.41E-05,0.000242893,4.58E-05,0.841671,0.152742,0,0,6.16E-07,3.90E-06,2.05E-07,6.16E-07,0.00134936,0.00360213
16443,0,0,0.000307683,3.39E-05,0.000243394,4.48E-05,0.841664,0.152746,0,0,6.16E-07,4.31E-06,2.05E-07,6.16E-07,0.00135911,0.00359607
16444,2.05E-07,0,0.000305887,3.39E-05,0.00023814,4.50E-05,0.841661,0.152764,0,0,6.16E-07,4.11E-06,2.05E-07,6.16E-07,0.00136684,0.0035797
16445,2.05E-07,0,0.000302606,3.41E-05,0.00023625,4.42E-05,0.841682,0.152746,0,0,6.16E-07,3.70E-06,2.05E-07,8.22E-07,0.00137128,0.00357765
16446,2.05E-07,0,0.000301977,3.59E-05,0.000236696,4.39E-05,0.841621,0.152813,0,0,4.11E-07,3.70E-06,2.05E-07,8.21E-07,0.00137173,0.00357138
16447,2.05E-07,0,0.000302986,3.59E-05,0.000237665,4.23E-05,0.841554,0.152887,0,0,4.11E-07,3.90E-06,2.05E-07,1.03E-06,0.00136724,0.00356641
16448,2.05E-07,0,0.000300159,3.57E-05,0.000239594,4.29E-05,0.84147,0.152978,0,0,4.11E-07,4.11E-06,2.05E-07,1.03E-06,0.00136611,0.00356188
16449,2.05E-07,0,0.000303589,3.55E-05,0.0002356,4.29E-05,0.841384,0.153066,0,0,4.11E-07,4.11E-06,2.05E-07,8.22E-07,0.00136718,0.00355967
16450,2.05E-07,0,0.000302812,3.63E-05,0.000234654,4.35E-05,0.841388,0.153061,0,0,4.11E-07,4.31E-06,2.05E-07,6.16E-07,0.00136152,0.003566
16451,2.06E-07,0,0.000303532,3.58E-05,0.000234893,4.27E-05,0.841406,0.153033,0,0,4.11E-07,4.32E-06,2.06E-07,6.17E-07,0.00136641,0.00357189
16452,2.05E-07,0,0.0003057,3.57E-05,0.000237949,4.31E-05,0.841338,0.153106,0,0,4.11E-07,4.31E-06,2.05E-07,8.21E-07,0.00136487,0.00356267
16453,2.05E-07,0,0.000303639,3.57E-05,0.000237282,4.40E-05,0.841294,0.153154,0,0,4.11E-07,4.31E-06,2.05E-07,8.22E-07,0.00136432,0.00356046
16454,2.05E-07,0,0.000304302,3.61E-05,0.000237364,4.46E-05,0.841234,0.153199,0,0,4.11E-07,3.90E-06,4.11E-07,8.21E-07,0.00137121,0.00356743
16455,2.05E-07,0,0.000303416,3.68E-05,0.000239939,4.50E-05,0.841164,0.153275,0,0,4.11E-07,3.90E-06,4.11E-07,8.22E-07,0.00136363,0.00356683
16456,2.05E-07,0,0.000298957,3.68E-05,0.000241465,4.50E-05,0.841087,0.153368,0,0,4.11E-07,3.49E-06,4.11E-07,8.21E-07,0.00135434,0.00356325
16457,2.05E-07,0,0.000299109,3.66E-05,0.000240972,4.46E-05,0.840996,0.153459,0,0,4.11E-07,3.70E-06,4.11E-07,8.22E-07,0.00135482,0.00356383
16458,2.05E-07,0,0.000298777,3.72E-05,0.000239843,4.48E-05,0.840906,0.153554,0,0,4.11E-07,4.11E-06,4.11E-07,8.21E-07,0.00135671,0.00355617
16459,2.05E-07,0,0.000293476,3.61E-05,0.000239258,4.31E-05,0.840899,0.153573,0,0,4.11E-07,4.11E-06,4.11E-07,6.16E-07,0.00135648,0.00355396
16460,2.05E-07,0,0.000294027,3.68E-05,0.000239616,4.37E-05,0.84087,0.153593,0,0,2.05E-07,4.11E-06,4.11E-07,6.16E-07,0.00135926,0.00355892
16461,2.05E-07,0,0.000293598,3.59E-05,0.00024227,4.27E-05,0.840883,0.153586,0,0,2.05E-07,4.52E-06,4.11E-07,4.11E-07,0.00135815,0.00355336
16462,2.05E-07,0,0.000292522,3.68E-05,0.000241166,4.42E-05,0.840837,0.15363,0,0,2.05E-07,4.72E-06,4.11E-07,6.16E-07,0.00135928,0.00355238
16463,2.05E-07,0,0.000294841,3.57E-05,0.000244332,4.62E-05,0.840775,0.153701,0,0,2.05E-07,4.52E-06,6.16E-07,6.16E-07,0.00135142,0.00354589
16464,2.05E-07,0,0.000295811,3.43E-05,0.000239319,4.70E-05,0.840675,0.153819,0,0,2.05E-07,4.93E-06,6.16E-07,6.16E-07,0.00134964,0.00353351
16465,2.05E-07,0,0.000292937,3.53E-05,0.000238743,4.82E-05,0.840699,0.153787,0,0,2.05E-07,4.93E-06,8.21E-07,6.16E-07,0.00135938,0.0035327
16466,2.05E-07,0,0.000295164,3.41E-05,0.000238884,4.85E-05,0.840686,0.153817,0,0,2.05E-07,4.11E-06,6.16E-07,1.23E-06,0.0013534,0.0035204
16467,2.05E-07,0,0.0002963,3.53E-05,0.000239832,5.01E-05,0.840605,0.153875,0,0,2.05E-07,4.52E-06,6.16E-07,8.21E-07,0.0013583,0.00353383
16468,2.05E-07,0,0.000295103,3.37E-05,0.000239245,4.85E-05,0.84052,0.15396,0,0,4.11E-07,4.31E-06,6.16E-07,8.21E-07,0.00136236,0.00353528
16469,2.05E-07,0,0.000293861,3.33E-05,0.000239853,4.85E-05,0.840519,0.153946,0,0,6.16E-07,4.52E-06,8.21E-07,8.21E-07,0.00136457,0.00354769
16470,2.05E-07,0,0.000298819,3.33E-05,0.000238028,4.74E-05,0.840317,0.154153,0,0,6.16E-07,4.72E-06,8.21E-07,8.21E-07,0.0013604,0.00354496
16471,2.05E-07,0,0.000299838,3.41E-05,0.00023946,4.58E-05,0.840245,0.154235,0,0,6.16E-07,4.72E-06,8.21E-07,8.21E-07,0.00135605,0.00353809
16472,2.05E-07,0,0.000301265,3.45E-05,0.000238425,4.46E-05,0.840279,0.154219,0,0,6.16E-07,4.72E-06,8.21E-07,8.21E-07,0.00134615,0.00352976
16473,2.05E-07,0,0.000300641,3.41E-05,0.000241909,4.50E-05,0.840103,0.154392,0,0,6.16E-07,4.52E-06,8.21E-07,6.16E-07,0.00134529,0.00353109
16474,2.05E-07,0,0.000299636,3.35E-05,0.000242132,4.48E-05,0.840181,0.154315,0,0,6.16E-07,4.11E-06,8.21E-07,6.16E-07,0.00134641,0.00353115
16475,2.05E-07,0,0.000299902,3.47E-05,0.000239511,4.58E-05,0.840083,0.154399,0,0,4.11E-07,3.90E-06,8.22E-07,6.16E-07,0.00134627,0.00354563
16476,2.05E-07,0,0.000300235,3.37E-05,0.000240065,4.42E-05,0.840097,0.154392,0,0,6.16E-07,3.49E-06,8.21E-07,6.16E-07,0.00134654,0.0035408
16477,2.05E-07,0,0.000301086,3.25E-05,0.000238035,4.56E-05,0.840076,0.154404,0,0,6.16E-07,3.29E-06,8.22E-07,6.16E-07,0.00134483,0.00355204
16478,2.05E-07,0,0.000305573,3.18E-05,0.000239859,4.72E-05,0.840084,0.154398,0,0,4.11E-07,3.49E-06,8.21E-07,8.21E-07,0.00134879,0.00353894
16479,0,0,0.000304853,3.14E-05,0.000239527,4.58E-05,0.840063,0.154417,0,0,4.11E-07,3.49E-06,8.22E-07,4.11E-07,0.00134287,0.00355038
16480,0,0,0.000301614,3.35E-05,0.000240429,4.54E-05,0.839978,0.154488,0,0,8.21E-07,3.70E-06,8.21E-07,4.11E-07,0.0013395,0.00356825
16481,0,0,0.00030177,3.51E-05,0.000241375,4.58E-05,0.839947,0.154513,0,0,8.22E-07,4.31E-06,8.22E-07,4.11E-07,0.00134389,0.00356537
16482,0,0,0.000302194,3.53E-05,0.000240811,4.62E-05,0.839925,0.154551,0,0,8.21E-07,4.11E-06,1.03E-06,4.11E-07,0.00134345,0.00354935
16483,0,0,0.000301578,3.60E-05,0.000240564,4.70E-05,0.839901,0.154573,0,0,6.16E-07,3.90E-06,1.03E-06,4.11E-07,0.00133183,0.00356347
16484,0,0,0.000299966,3.68E-05,0.000242683,4.66E-05,0.83986,0.154601,0,0,6.16E-07,3.70E-06,1.03E-06,4.11E-07,0.00132839,0.00357926
16485,0,0,0.00029818,3.68E-05,0.000243966,4.48E-05,0.839822,0.154635,0,0,6.16E-07,3.90E-06,1.03E-06,4.11E-07,0.00132127,0.00359151
16486,0,0,0.000295515,3.94E-05,0.000243559,4.48E-05,0.839675,0.154786,0,0,6.16E-07,4.11E-06,8.21E-07,4.11E-07,0.00132664,0.00358315
16487,0,0,0.00030004,3.90E-05,0.000246439,4.50E-05,0.83962,0.154826,0,0,4.11E-07,3.90E-06,8.21E-07,2.05E-07,0.00132379,0.00359391
16488,0,0,0.000297542,3.96E-05,0.000248465,4.54E-05,0.839551,0.154914,0,0,2.05E-07,4.31E-06,8.21E-07,4.11E-07,0.00132364,0.0035742
16489,0,0,0.000294673,3.98E-05,0.000253809,4.74E-05,0.839503,0.154966,0,0,2.05E-07,4.93E-06,8.21E-07,4.11E-07,0.00132901,0.0035599
16490,0,0,0.000295494,4.00E-05,0.000249496,4.64E-05,0.839465,0.155006,0,0,2.05E-07,4.93E-06,8.21E-07,2.05E-07,0.00132592,0.00356584
16491,0,0,0.000296097,3.78E-05,0.000244557,4.58E-05,0.83941,0.155075,0,0,2.05E-07,5.13E-06,8.21E-07,0,0.00132915,0.00355625
16492,0,0,0.000297613,3.88E-05,0.000241952,4.42E-05,0.839295,0.155193,0,0,2.05E-07,5.34E-06,6.16E-07,0,0.00132786,0.00355493
16493,0,0,0.000300803,3.72E-05,0.000240026,4.44E-05,0.839247,0.15524,0,0,2.05E-07,5.75E-06,2.05E-07,0,0.00132579,0.00355892
16494,0,0,0.000298051,3.70E-05,0.000241357,4.40E-05,0.839174,0.155317,0,0,4.11E-07,5.34E-06,2.05E-07,0,0.00131832,0.00356469
16495,0,0,0.000302074,3.86E-05,0.000243754,4.52E-05,0.839081,0.155382,0,0,4.11E-07,5.13E-06,2.05E-07,0,0.0013237,0.00357786
16496,0,0,0.000298392,3.84E-05,0.000246641,4.54E-05,0.839058,0.155404,0,0,2.05E-07,4.52E-06,2.05E-07,2.05E-07,0.0013172,0.00358645
16497,0,0,0.000295485,3.72E-05,0.000248873,4.66E-05,0.839087,0.15539,0,0,2.05E-07,4.72E-06,2.05E-07,2.05E-07,0.00131028,0.0035799
16498,0,0,0.000296801,3.80E-05,0.000247916,4.58E-05,0.83904,0.155445,0,0,2.05E-07,4.11E-06,2.05E-07,2.05E-07,0.00130202,0.00358031
16499,0,0,0.000292427,3.84E-05,0.00024191,4.60E-05,0.838929,0.155548,0,0,0,4.31E-06,2.05E-07,2.05E-07,0.00130422,0.00359558
16500,0,0,0.000292244,3.84E-05,0.000242134,4.54E-05,0.838972,0.155507,0,0,0,4.72E-06,2.05E-07,2.05E-07,0.00130801,0.00359052
16501,0,0,0.000290995,3.96E-05,0.000239244,4.72E-05,0.838918,0.155558,0,0,2.05E-07,4.93E-06,2.05E-07,2.05E-07,0.00130609,0.00359524
16502,0,0,0.000292772,4.05E-05,0.000237094,4.81E-05,0.838941,0.155534,0,0,2.05E-07,5.14E-06,4.11E-07,2.05E-07,0.00129868,0.00360243
16503,0,0,0.000292129,3.90E-05,0.000241217,4.68E-05,0.838956,0.155522,0,0,2.05E-07,5.13E-06,4.11E-07,4.11E-07,0.00129169,0.0036045
16504,0,0,0.000293088,3.86E-05,0.000237839,4.66E-05,0.838994,0.155491,0,0,2.05E-07,5.55E-06,4.11E-07,4.11E-07,0.00129107,0.00360147
16505,0,0,0.000294271,3.82E-05,0.000239031,4.60E-05,0.838987,0.155489,0,0,2.05E-07,5.34E-06,6.16E-07,2.05E-07,0.00129352,0.00360621
16506,0,0,0.000292513,3.82E-05,0.000237461,4.64E-05,0.838957,0.155535,0,0,2.05E-07,4.72E-06,6.16E-07,2.05E-07,0.00129083,0.00359663
16507,0,0,0.000292526,3.67E-05,0.000237716,4.50E-05,0.838963,0.155538,0,0,2.05E-07,4.93E-06,6.16E-07,0,0.00128958,0.00359181
16508,0,0,0.000292293,3.43E-05,0.000235807,4.56E-05,0.838985,0.155526,0,0,2.05E-07,4.93E-06,6.16E-07,0,0.0012957,0.00357962
16509,0,0,0.000294366,3.47E-05,0.000231551,4.60E-05,0.838986,0.155532,0,0,2.05E-07,4.93E-06,6.16E-07,0,0.00129467,0.00357467
16510,0,0,0.000293994,3.49E-05,0.000229484,4.68E-05,0.838944,0.155552,0,0,2.05E-07,5.14E-06,6.16E-07,2.05E-07,0.00130171,0.0035908
16511,0,0,0.00029355,3.61E-05,0.000228681,4.76E-05,0.838909,0.155589,0,0,2.05E-07,4.93E-06,6.16E-07,0,0.00130004,0.00359055
16512,0,0,0.000299701,3.57E-05,0.0002276,4.87E-05,0.83884,0.155643,0,0,2.05E-07,5.14E-06,8.22E-07,0,0.0013013,0.00359846
16513,0,0,0.00029705,3.61E-05,0.000227458,4.91E-05,0.838878,0.155615,0,0,2.05E-07,4.72E-06,8.21E-07,0,0.00130008,0.0035917
16514,0,0,0.000299159,3.60E-05,0.000226629,4.99E-05,0.838875,0.155608,0,0,4.11E-07,5.14E-06,8.22E-07,0,0.00129752,0.00360121
16515,0,0,0.000298635,3.55E-05,0.000225567,4.93E-05,0.838861,0.155621,0,0,4.10E-07,4.93E-06,4.10E-07,2.05E-07,0.00129778,0.00360558
16516,0,0,0.000301999,3.53E-05,0.00022804,4.93E-05,0.838794,0.155683,0,0,2.05E-07,4.73E-06,4.11E-07,2.05E-07,0.00129572,0.00360755
